,Facility Id,FRS Id,Facility Name,City,State,Zip Code,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Industry Type (sectors),Total reported direct emissions,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,HFC emissions,PFC emissions,SF6 emissions ,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring? ,year
5418,1001133,110002058344.0,River Road,VANCOUVER,WA,98660,5201 N W LOWER RIVER ROAD,Clark,45.65,-122.7231,221112,D,Power Plants,668345.124,667666.7,309.5,368.924,,,,,,,,,,,668345.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013
5578,1004211,110008214360.0,SHELL PUGET SOUND REFINERY,ANACORTES,WA,98221,8505 SOUTH TEXAS ROAD,SKAGIT COUNTY,48.472836,-122.560194,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",2003779.358,1990670.0,7530.5,5578.858,,,,,,,,,,1369590.508,,,,,,,,,,,,,,,,,,,,,,,,,634188.85,,,,,,,,,,,,N,N,N,2013
5646,1005156,110000490870.0,SOLVAY CHEMICALS INC,LONGVIEW,WA,98632,3500 INDUSTRIAL WAY,COWLITZ COUNTY,46.136952,-122.982513,325188,P,Chemicals,47279.0,47279.0,,,,,,,,,,,,,,,,,,,,,,,47279.0,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013
5891,1010895,110013396547.0,Sierra Pacific Industries - Aberdeen,Aberdeen,WA,98520,301 Hagara Street,GRAYS HARBOR COUNTY,46.973057,-123.778053,321113,C,Other,3852.404,634.0,462.5,2755.904,,,,,,,,,240941.0,3852.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013
5892,1010898,110031256316.0,Sierra Pacific Industries - Burlington,Burlington,WA,98273,14353 McFarland Road,SKAGIT COUNTY,48.448041,-122.433615,321113,C,Other,6278.868,2383.7,560.25,3334.918,,,,,,,,,291480.0,6278.868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013
5893,1010897,110037607916.0,Sierra Pacific Industries - Centralia,Centralia,WA,98531,3115 Kuper Road,LEWIS COUNTY,46.757236,-122.996439,321113,C,Other,558.838,,80.25,478.588,,,,,,,,,41853.1,558.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013
6077,1005619,110005392388.0,TACOMA CITY SOLID WASTE FAC,TACOMA,WA,98409,3510 SOUTH MULLEN,PIERCE COUNTY,47.231735,-122.502724,562212,HH,Waste,26643.0,,26643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26643.0,,,,N,N,N,2013
6122,1003904,110000537250.0,TESORO CORPORATION-ANACORTES REFINERY,ANACORTES,WA,98221,10200 WEST MARCH POINT ROAD,SKAGIT COUNTY,48.489534,-122.564292,324110,"C,Y",Refineries,1170237.658,1159070.0,7160.75,4006.908,,,,,,,,,,620568.83,,,,,,,,,,,,,,,,,,,,,,,,,549668.828,,,,,,,,,,,,N,N,N,2013
6171,1000639,110000620463.0,THE BOEING COMPANY,AUBURN,WA,98001,700 15TH ST SW,KING COUNTY,47.283625,-122.24277,336413,C,Other,38558.304,38518.3,18.25,21.754,,,,,,,,,,38558.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013
6294,1000038,110000601616.0,TYSON FRESH MEATS,WALLULA,WA,99363,13983 DODD ROAD,WALLA WALLA COUNTY,46.136899,-118.914299,311611,"C,II","Other,Waste",65322.41,23637.0,41672.0,13.41,,,,,,,,,,23661.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41660.75,,,N,N,N,2013
6554,1001561,110070596040.0,US ARMY JOINT BASE LEWIS-MCCHORD,Joint Base Lewis-McChord,WA,98433,2012 Liggett Ave,PIERCE COUNTY,47.1193,-122.6309,928110,"C,HH",Waste,83805.914,60203.3,23560.0,42.614,,,,,,,,,,60277.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23528.5,,,,N,N,N,2013
6583,1007658,110000490549.0,US OIL & REFINING TACOMA,TACOMA,WA,98421,3001 MARSHALL AVENUE,PIERCE COUNTY,47.257694,-122.395259,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",169124.218,166589.3,1993.75,541.168,,,,,,,,,,147789.198,,,,,,,,,,,,,,,,,,,,,,,,,21335.02,,,,,,,,,,,,N,N,N,2013
6641,1002682,110001916400.0,University of Washington Seattle Campus,Seattle,WA,98195,,KING COUNTY,47.6562,-122.3041,611310,C,Other,90338.84,90241.7,43.5,53.64,,,,,,,,,,90338.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013
6785,1005091,110008216135.0,WASHINGTON STATE UNIVERSITY,PULLMAN,WA,99164,2660 GRIMES WAY,WHITMAN COUNTY,46.732007,-117.161057,611310,C,Other,60797.608,60732.3,29.25,36.058,,,,,,,,,,60797.608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013
6790,1007818,110001917427.0,WASTE MANAGEMENT GREATER WENATCHEE LANDF,EAST WENATCHEE,WA,98802,191 E WEBB RD,DOUGLAS COUNTY,47.403681,-120.1657,562212,HH,Waste,31854.25,,31854.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31854.25,,,,N,N,N,2013
6867,1006454,110000490852.0,WESTROCK LONGVIEW LLC,LONGVIEW,WA,98632,300 FIBRE WAY,COWLITZ COUNTY,46.10361,-122.92167,322130,"AA,C",Pulp and Paper,194073.41,188073.6,1278.0,4721.81,,,,,,,,,1536388.6,116604.42,,,,,,,,,,,,,,,,,,,,,,,,,,,77468.99,,,,,,,,,,N,N,N,2013
6947,1009361,110000490772.0,WaferTech LLC,Camas,WA,98607,5509 NW Parker St.,CLARK COUNTY,45.619591,-122.456295,334413,"C,I",Other,140644.4357,14151.1,6.75,7331.694,5123.9997,79163.692,17663.16,7666.04,9538.0,,,,114.9,14165.896,,,,,,126478.5397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2013
7038,1000624,110000490558.0,WestRock Tacoma Mill,TACOMA,WA,98421,801 PORTLAND AVE.,PIERCE COUNTY,47.26384,-122.425332,322130,"AA,C",Pulp and Paper,114201.0,108433.0,1000.0,4768.0,,,,,,,,,925083.0,66207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,47994.0,,,,,,,,,,N,N,N,2013
7154,1004918,110005343538.0,YAKIMA CNTY CHEYNE LANDFILL,ZILLAH,WA,98953,4970 CHEYNE ROAD,YAKIMA COUNTY,46.4785,-120.2688,562212,HH,Waste,31806.75,,31806.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31806.75,,,,N,N,N,2013
7155,1004916,110005310868.0,YAKIMA COUNTY TERRACE HTS LANDFILL,YAKIMA,WA,98901,7151 ROZA HILL DRIVE,YAKIMA COUNTY,46.60619,-120.39197,562212,"C,HH",Waste,104726.5,32.0,104694.5,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104694.5,,,,N,N,N,2013
84,1004236,110007030186.0,AGRIUM US INC - KFO,KENNEWICK,WA,99337,227515 E BOWLES ROAD,BENTON COUNTY,46.165957,-119.017218,325311,"C,U,V",Chemicals,132249.148,8221.0,0.25,124027.898,,,,,,,,,,647.748,,,,,,,,,,,,,,,,7573.8,124027.6,,,,,,,,,,,,,,,,,,,,N,N,N,2014
121,1003562,110040947820.0,ALCOA INTALCO WORKS,FERNDALE,WA,98248,4050 MOUNTAIN VIEW RD.,WHATCOM COUNTY,48.8455,-122.7055,331312,"C,F,TT","Metals,Waste",1326684.172,431402.9,10905.0,32.184,,884344.088,,,,,,,,57139.884,,,1258666.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10878.0,N,N,N,2014
122,1000635,110000491156.0,ALCOA WENATCHEE LLC,MALAGA,WA,98828,6200 MALAGA HIGHWAY,CHELAN COUNTY,47.3567,-120.1273,331312,"C,F",Metals,354691.582,270751.5,13.75,16.39,,83909.942,,,,,,,,29466.94,,,325224.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
177,1004746,110000490763.0,ANALOG DEVICES,CAMAS,WA,98607,4200 NW PACIFIC RIM BLVD,CLARK COUNTY,45.598844,-122.45232,334413,"C,I",Other,29600.923591,1661.5,0.75,1112.732,1275.76,22229.181591,3192.0,129.0,,,,,,1663.144,,,,,,27937.779591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
283,1002537,110000897085.0,ASH GROVE CEMENT COMPANY-SEATTLE,SEATTLE,WA,98134,3801 EAST MARGINAL WAY SOUTH,KING COUNTY,47.56799,-122.34255,327310,H,Minerals,522981.72,522274.0,517.0,190.72,,,,,,,,,,,,,,,522981.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
346,1007253,110043973055.0,Air Liquide Hydrogen Plant,Anacortes,WA,98221,8581 South Texas Road,SKAGIT COUNTY,48.467675,-122.553982,325120,P,Chemicals,64110.4,64110.4,,,,,,,,,,,,,,,,,,,,,,,64110.4,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
459,1000024,110000489659.0,Ardagh Glass Inc. (Seattle),SEATTLE,WA,98134,5801 EAST MARGINAL WAY SOUTH,KING COUNTY,47.551767,-122.337152,327213,"C,N",Minerals,78044.18,77983.9,27.5,32.78,,,,,,,,,,58386.48,,,,,,,,,19657.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
624,1002893,110005312713.0,BOISE PAPER,WALLULA,WA,99363,31831 WEST HIGHWAY 12,WALLA WALLA COUNTY,46.10396,-118.9184,322121,"AA,C,PP,TT","Pulp and Paper,Suppliers of CO2,Waste",122227.784,110762.4,8818.25,2647.134,,,,,,,,,765684.6,77554.508,,,,,,,,,,,,,,,,,,,,,,,,,,,36534.276,,,,,,,,,8139.0,N,Y,N,2014
636,1006468,110000490157.0,BP CHERRY POINT REFINERY,BLAINE,WA,98230,4519 GRANDVIEW ROAD,WHATCOM COUNTY,48.884,-122.735,324110,"C,MM-REF,P,PP,Y","Chemicals,Petroleum Product Suppliers,Refineries,Suppliers of CO2",2301576.202,2292564.5,4020.5,4991.202,,,,,,,,,,1290578.902,,,,,,,,,,,541869.2,,,,,,,,,,,,,,469128.1,,,,,,,,,,,,N,Y,N,2014
720,1010722,110000491165.0,Basic American Foods,Moses Lake,WA,98837,538 Potato Frontage Road,GRANT COUNTY,47.075778,-119.222474,311423,C,Other,28981.54,28951.4,13.75,16.39,,,,,,,,,,28981.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
830,1000640,110017406788.0,Boeing Commercial Airplanes - Everett,Everett,WA,98204,3003 West Casino Rd,SNOHOMISH COUNTY,47.923302,-122.273197,336411,C,Other,73522.368,73445.6,34.75,42.018,,,,,,,,,,73522.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
1043,1006572,110001919960.0,CERTAINTEED GYPSUM SEATTLE,SEATTLE,WA,98134,5931 E MARGINAL WY S,KING COUNTY,47.548054,-122.336945,327420,C,Minerals,36299.464,36262.2,17.0,20.264,,,,,,,,,,36299.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
1280,1005412,110005365050.0,COWLITZ COUNTY LANDFILL,LONGVIEW,WA,98632,85 TENNANT WAY,COWLITZ COUNTY,46.107229,-122.905601,562212,HH,Waste,10826.0,,10826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10826.0,,,,N,N,N,2014
1378,1004225,110025339621.0,Cardinal FG Company,Winlock,WA,98596,545 Avery Road West,LEWIS COUNTY,46.5439,-122.9259,327211,"C,N",Minerals,102812.58,102738.6,33.75,40.23,,,,,,,,,,71827.88,,,,,,,,,30984.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
1429,1006550,110017403512.0,Cathcart Landfill,SNOHOMISH,WA,98296,8915 Cathcart Way,SNOHOMISH COUNTY,47.870014,-122.118284,562111,"C,HH",Waste,22454.35,247.1,22207.25,,,,,,,,,,,247.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22207.25,,,,N,N,N,2014
1458,1007310,110000490665.0,Centralia,CENTRALIA,WA,98531,913 BIG HANAFORD RD,Lewis,46.7559,-122.8578,221112,"C,D",Power Plants,7447080.816,7388702.7,21354.0,37024.116,,,,,,,,,,827.038,7446253.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
1489,1000144,110055650371.0,Chehalis Generation Facility,CHEHALIS,WA,98532,1813 BISHOP ROAD,Lewis,46.6226,-122.9145,221112,"C,D",Power Plants,1062012.364,1060933.9,492.0,586.464,,,,,,,,,,102.6,1061909.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
1545,1004053,110000550886.0,City of Spokane Waste-to-Energy,SPOKANE,WA,99224,2900 S GEIGER BLVD,SPOKANE COUNTY,47.626529,-117.504278,562213,C,Waste,106421.312,101051.1,2094.0,3276.212,,,,,,,,,137089.7,106421.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
1671,1008999,110000490709.0,Cosmopolis Pulp Mill,Cosmopolis,WA,98537,1701 First St,GRAYS HARBOR COUNTY,46.953543,-123.761737,322110,"AA,C,TT","Pulp and Paper,Waste",32886.3,23988.1,5650.0,3248.2,,,,,,,,,1152820.3,20609.74,,,,,,,,,,,,,,,,,,,,,,,,,,,7400.56,,,,,,,,,4876.0,N,N,N,2014
1690,1008180,110005381942.0,Cowlitz County Headquarters Landfill,Castle Rock,WA,98611,3434 South Silver Lake Road,COWLITZ COUNTY,46.248725,-122.778109,562212,"C,TT","Other,Waste",153414.97,,153410.5,4.47,,,,,,,,,1204.5,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153408.75,N,N,N,2014
2040,1003518,110000490816.0,EMERALD KALAMA CHEMICAL LLC,KALAMA,WA,98625,1296 NORTHWEST 3RD STREET,COWLITZ COUNTY,46.02191,-122.85698,325199,C,Chemicals,89952.074,89866.5,37.0,48.574,,,,,,,,,,89952.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
2236,1006502,110000490013.0,Encogen Generating Station,Bellingham,WA,98225,915 Cornwall Ave,WHATCOM COUNTY,48.746,-122.486,221112,D,Power Plants,105650.308,105542.9,49.0,58.408,,,,,,,,,,,105650.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
2245,1002677,110001916437.0,Enwave Seattle,SEATTLE,WA,98101,1319 WESTERN AVE,KING,47.605772,-122.340619,221330,C,Power Plants,62757.944,62350.5,78.75,328.694,,,,,,,,,26005.8,62757.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
2455,1004175,110007346041.0,Frederickson PSE,TACOMA,WA,98446,4714 192ND STREET EAST,PIERCE COUNTY,47.08187,-122.3649,221112,C,Power Plants,24412.654,24386.6,11.75,14.304,,,,,,,,,,24412.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
2456,1000301,110005307284.0,Frederickson Power LP,Tacoma,WA,98446,18610 50Th Ave East,Pierce,47.0864,-122.3644,221112,D,Power Plants,271638.844,271363.2,125.75,149.894,,,,,,,,,,,271638.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
2457,1004066,110001917007.0,Fredonia Generating Station,Mount Vernon,WA,98273,13085 Ball Road,SKAGIT COUNTY,48.4553,-122.435,221112,"C,D",Power Plants,52554.582,52496.6,25.5,32.482,,,,,,,,,,45710.506,6844.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
2542,1005998,110000564586.0,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,CAMAS,WA,98607,401 NE ADAMS STREET,CLARK COUNTY,45.582929,-122.407758,322121,"AA,C,PP,TT","Pulp and Paper,Suppliers of CO2,Waste",169205.252,156901.4,10538.5,1765.352,,,,,,,,,488879.8,114978.85,,,,,,,,,,,,,,,,,,,,,,,,,,,44164.152,,,,,,,,,10062.25,N,Y,N,2014
2547,1005059,110000902300.0,GEORGIA-PACIFIC GYPSUM LLC,TACOMA,WA,98421,1240 ALEXANDER AVENUE,PIERCE COUNTY,47.269558,-122.394869,327420,C,Minerals,45663.328,45616.2,21.5,25.628,,,,,,,,,,45663.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
2588,1001436,110041171086.0,GOLDENDALE GENERATING STATION,GOLDENDALE,WA,98620,600 INDUSTRIAL WAY,KLICKITAT COUNTY,45.8114,-120.833,221112,D,Power Plants,387311.764,386918.3,179.5,213.964,,,,,,,,,,,387311.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
2591,1000363,110000547668.0,"GOODRICH SPOKANE LANDING SYSTEMS, CARBON PRODUCTS",SPOKANE,WA,99224,11135 W WESTBOW BLVD,SPOKANE COUNTY,47.583604,-117.568511,336413,C,Other,30645.684,30613.9,14.5,17.284,,,,,,,,,,30645.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
2612,1007160,110063281434.0,GRANT CNTY EPHRATA LANDFILL 1,EPHRATA,WA,98823,3803 Neva Lake Rd. NW,GRANT COUNTY,47.26597,-119.55494,562212,HH,Waste,38612.5,,38612.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38612.5,,,,N,N,N,2014
2622,1002920,110020663575.0,GRAYMONT WESTERN US INC,TACOMA,WA,98421,1220 ALEXANDER AVENUE,PIERCE COUNTY,47.271365,-122.397262,327410,"C,S",Minerals,105824.972,105477.5,127.25,220.222,,,,,,,,,,46516.472,,,,,,,,,,,,,,59308.5,,,,,,,,,,,,,,,,,,,,,,,Y,N,N,2014
2690,1004773,110006459643.0,Gas Transmission Northwest Pipeline Rosalia CS#6,ROSALIA,WA,99170,EAST 315 BABB ROAD,SPOKANE COUNTY,47.277262,-117.406708,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,75083.874,73574.0,1468.75,41.124,,,,,,,,,,73648.474,,,,,,,,,,,,,,,,,,,,1435.4,,,,,,,,,,,,,,,,,N,N,N,2014
2692,1004775,110005320955.0,Gas Transmission Northwest Pipeline Wallula CS#8,WALLULA,WA,99363,638 LAMBDIN RD,WALLA WALLA COUNTY,46.053153,-118.843934,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,81465.316,75234.0,6189.0,42.316,,,,,,,,,,75305.916,,,,,,,,,,,,,,,,,,,,6159.4,,,,,,,,,,,,,,,,,N,N,N,2014
2810,1000207,110012561021.0,Grays Harbor Energy Center,Elma,WA,98541,401 Keys Rd,GRAYS HARBOR COUNTY,46.9688,-123.48,221112,"C,D",Power Plants,650570.888,649910.0,301.5,359.388,,,,,,,,,,377.748,650193.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
3083,1004384,110012556894.0,Hidden Valley Landfill,Puyallup,WA,98375,17925 Meridian Street East,PIERCE COUNTY,47.095,-122.2878,562212,HH,Waste,5731.75,,5731.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5731.75,,,,N,N,N,2014
3135,1007090,110037069720.0,Horn Rapids Landfill,Richland,WA,99352,3102 Twin Bridges Road,BENTON COUNTY,46.3432,-119.346,562212,HH,Waste,25581.5,,25581.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25581.5,,,,N,N,N,2014
3219,1003745,110000491502.0,INLAND EMPIRE PAPER,SPOKANE,WA,99212,3320 N. ARGONNE,SPOKANE COUNTY,47.687784,-117.27887,322122,C,Pulp and Paper,10040.896,9792.7,39.0,209.196,,,,,,,,,17800.6,10040.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
3341,1002804,110000491655.0,J R SIMPLOT CO,OTHELLO,WA,99344,1201 N BROADWAY AVE,ADAMS COUNTY,46.837778,-119.176389,311411,"C,II","Other,Waste",87300.874,46808.9,40465.75,26.224,,,,,,,,,,46857.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40443.75,,,N,N,N,2014
3347,1002832,110040626702.0,J. R. Simplot Co.,Moses Lake,WA,98837,14124 Wheeler Road NE,GRANT COUNTY,47.131732,-119.18926,311411,"C,II","Other,Waste",32107.012,25489.5,6589.5,28.012,,,,,,,,,3815.7,25535.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6571.75,,,N,N,N,2014
3504,1007822,110001916810.0,KING CNTY SOLID WST CEDAR HILLS LANDFILL,MAPLE VALLEY,WA,98038,16645 228TH AVENUE SE,KING COUNTY,47.462625,-122.046025,562212,"C,HH",Waste,2536.698,144.9,2391.5,0.298,,,,,,,,,,145.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2391.5,,,,N,N,N,2014
3534,1002056,110043786285.0,Kaiser Aluminum Washington,Spokane Valley,WA,99216,15000 E Euclid Ave,SPOKANE COUNTY,47.687074,-117.212673,331315,C,Metals,114923.968,114805.6,54.0,64.368,,,,,,,,,,114923.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
3622,1000607,110000491619.0,LAMB WESTON,CONNELL,WA,99326,811 GUM STREET,FRANKLIN COUNTY,46.651389,-118.871944,311411,C,Other,38810.004,38770.0,18.25,21.754,,,,,,,,,,38810.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
3624,1000611,110000491593.0,LAMB WESTON INC. PASCO,PASCO,WA,99301,960 GLADE ROAD NORTH,FRANKLIN COUNTY,46.288137,-119.115336,311411,C,Other,47241.172,47192.4,22.25,26.522,,,,,,,,,,47241.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
3636,1004679,110001920636.0,LAND RECOVERY LANDFILL INDUST,GRAHAM,WA,98338,30919 MERIDIAN STREET EAST,PIERCE COUNTY,46.972405,-122.292799,562212,HH,Waste,57748.75,,57748.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57748.75,,,,N,N,N,2014
3773,1000613,110015451125.0,Lamb Weston Holdings Inc,Quincy,WA,98848,1005 E Street SW,GRANT COUNTY,47.234413,-119.869914,311411,C,Other,38323.956,38284.5,18.0,21.456,,,,,,,,,,38323.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
3774,1000614,110000491682.0,Lamb Weston Inc.,RICHLAND,WA,99352,2013 SAINT STREET,BENTON COUNTY,46.309388,-119.297683,311411,C,Other,34551.42,34515.8,16.25,19.37,,,,,,,,,,34551.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
3957,1002287,110000572194.0,MCCAIN FOODS USA INC,OTHELLO,WA,99344,100 LEE STREET,ADAMS COUNTY,46.839167,-119.174722,311411,"C,II","Other,Waste",95227.714,36001.2,59206.25,20.264,,,,,,,,,,36038.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59189.25,,,N,N,N,2014
4188,1010969,110070082108.0,Matheson - Anacortes Hydrogen Plant,Anacortes,WA,98221,8529 South Texas Road,SKAGIT COUNTY,48.465891,-122.565397,325120,P,Chemicals,53750.9,53750.9,,,,,,,,,,,,,,,,,,,,,,,53750.9,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
4308,1001435,110036123469.0,Mint Farm Generation Station,Longview,WA,98632,1200 Prudential Blvd,COWLITZ COUNTY,46.1403,-122.9842,221112,D,Power Plants,508640.116,508123.9,235.5,280.716,,,,,,,,,,,508640.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,2014
4491,1006360,110000490898.0,NIPPON DYNAWAVE PACKAGING,LONGVIEW,WA,98632,3401 INDUSTRIAL WAY,COWLITZ COUNTY,46.122749,-122.974048,322121,"AA,C",Pulp and Paper,401112.806,392177.5,1963.0,6972.306,,,,,,,,,1183044.6,362215.188,,,,,,,,,,,,,,,,,,,,,,,,,,,38897.618,,,,,,,,,,N,N,N,2014
4536,1007092,110001916936.0,NORTHWEST PIPELINE GP - SNOHOMISH C/S,Snohomish,WA,98390,22902 Echo Lake Road,SNOHOMISH COUNTY,47.78943,-122.05728,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,38507.406,38028.7,457.25,21.456,,,,,,,,,,38067.656,,,,,,,,,,,,,,,,,,,,439.75,,,,,,,,,,,,,,,,,N,N,N,2014
4538,1009017,110055515624.0,NORTHWEST PIPELINE GP GOLDENDALE C/S,Goldendale,WA,99322,120 Hoctor Road,KLICKITAT COUNTY,45.771216,-120.799267,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,21139.044,14877.2,6253.5,8.344,,,,,,,,,,14885.244,,,,,,,,,,,,,,,,,,,,6253.8,,,,,,,,,,,,,,,,,N,N,N,2014
4540,1009161,110001917016.0,NORTHWEST PIPELINE GP MT. VERNON,Mt. Vernon,WA,98295,1539 Lange Road,SKAGIT COUNTY,48.421925,-122.215387,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,48020.306,38241.6,9757.25,21.456,,,,,,,,,,38269.756,,,,,,,,,,,,,,,,,,,,9750.55,,,,,,,,,,,,,,,,,N,N,N,2014
4541,1009019,,NORTHWEST PIPELINE GP ROOSEVELT C/S,Bickleton,WA,99322,652 Sixprong Road,,45.9034459,-120.213925,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,10855.97,7972.5,2879.0,4.47,,,,,,,,,,7977.32,,,,,,,,,,,,,,,,,,,,2878.65,,,,,,,,,,,,,,,,,N,N,N,2014
