,Plant Id,Plant Name,Operator Name,Operator Id,Plant State,Census Region,NERC Region,NAICS Code,Sector Name,Reported Fuel Type Code,AER Fuel Type Code,Physical Unit Label,Total Fuel Consumption Quantity,Electric Fuel Consumption Quantity,Total Fuel Consumption MMBtu,Elec Fuel Consumption MMBtu,Net Generation (Megawatthours),year
3071,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,DFO,DFO,barrels,15174,15174,91044,91044,8117.922,2018
3072,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,RC,COL,short tons,3622095,3622095,59682461,59682461,5350284.5,2018
3073,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,SUB,COL,short tons,0,0,0,0,0.0,2018
3074,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WC,WOC,short tons,6301,6301,102052,102052,8980.529,2018
3075,3847,Merwin,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4100979,4100979,450459.0,2018
3076,3850,Swift 1,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4965168,4965168,545383.0,2018
3077,3852,Yale,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4730776,4730776,519637.0,2018
3078,3853,Crystal Mountain,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,142,142,827,827,71.0,2018
3079,3854,Electron,Electron Hydro LLC,59866,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,1240102,1240102,136215.0,2018
3080,3855,Lower Baker,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3507425,3507425,385262.0,2018
3081,3860,Snoqualmie,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,621985,621985,68320.0,2018
3082,3861,Upper Baker,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3038833,3038833,333791.0,2018
3083,3866,Little Falls (WA),Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1515114,1515114,166423.0,2018
3084,3867,Long Lake,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4598331,4598331,505089.0,2018
3085,3868,Meyers Falls,Hydro Technology Systems Inc,9143,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,92970,92970,10212.0,2018
3086,3869,Nine Mile,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1304677,1304677,143308.0,2018
3087,3878,Yelm,City of Centralia - (WA),3295,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,670281,670281,73625.0,2018
3088,3883,Rocky Reach,PUD No 1 of Chelan County,3413,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,57243777,57243777,6287761.0,2018
3089,3886,Wells,PUD No 1 of Douglas County,5326,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,40412092,40412092,4438938.0,2018
3090,3887,Priest Rapids,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,43126146,43126146,4737055.0,2018
3091,3888,Wanapum,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,48594674,48594674,5337728.0,2018
3092,3891,Box Canyon,PUD No 1 of Pend Oreille County,14653,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4020381,4020381,441606.0,2018
3094,3913,Alder,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1878547,1878547,206343.0,2018
3095,3914,Cushman 1,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1045950,1045950,114889.0,2018
3096,3915,Cushman 2,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1599218,1599218,175661.0,2018
3097,3916,LaGrande,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3019489,3019489,331666.0,2018
3098,3917,Mayfield,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,5880956,5880956,645975.0,2018
3099,3918,Mossyrock,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,8264365,8264365,907773.0,2018
3100,3921,Chief Joseph,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,112456850,112456850,12352466.0,2018
3101,3925,Ice Harbor,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,15576508,15576508,1710952.0,2018
3102,3926,Little Goose,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,22324182,22324182,2452129.0,2018
3103,3927,Lower Monumental,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,21698636,21698636,2383418.0,2018
3104,3929,Packwood,Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,796798,796798,87522.0,2018
3496,6120,Whitehorn,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,476,476,2776,2776,103.133,2018
3497,6120,Whitehorn,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,759524,759524,765601,765601,28452.867,2018
3552,6163,Grand Coulee,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,191314406,191314406,21014324.0,2018
3553,6163,Grand Coulee,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HPS,megawatthours,7273,7273,0,0,28237.0,2018
3571,6175,Lower Granite,USACE Northwestern Division,19400,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,22456500,22456500,2466663.0,2018
3606,6200,Rock Island,PUD No 1 of Chelan County,3413,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,24145110,24145110,2652143.0,2018
3607,6202,Ross,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,6265063,6265063,688166.0,2018
3614,6210,Northeast (WA),Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,18202,18202,18566,18566,1515.0,2018
3727,6406,Chandler,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,520785,520785,57204.0,2018
3728,6407,Roza,U S Bureau of Reclamation,2518,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,658494,658494,72330.0,2018
3741,6424,Chelan,PUD No 1 of Chelan County,3413,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3129418,3129418,343741.0,2018
3742,6430,Cedar Falls (WA),City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,791502,791502,86940.0,2018
3743,6431,Gorge,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,8612649,8612649,946029.0,2018
3744,6432,Diablo,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,5687998,5687998,624780.0,2018
3745,6433,Boundary,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,36450970,36450970,4003841.0,2018
3777,6507,Drop 2 (WA),Yakama Power,56621,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,0,0,0.0,2018
3917,7113,PEC Headworks,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,178295,178295,19584.18,2018
3923,7127,Wynoochee,City of Tacoma - (WA),18429,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,237352,237352,26071.0,2018
4002,7259,Skookumchuck,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,29860,29860,3280.0,2018
4103,7427,Cowlitz Falls,PUD No 1 of Lewis County,10944,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,2065443,2065443,226872.0,2018
4162,7511,McNary Dam Fish Attraction Project,Northern Wasco County PUD,13788,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,624791,624791,68628.0,2018
4200,7588,H M Jackson,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,4183443,4183443,459517.0,2018
4206,7605,River Road Gen Plant,PUD No 1 of Clark County - (WA),3660,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,7985833,7985833,8620917,8620917,1192592.0,2018
4311,7832,Roosevelt Biogas 1,PUD No 1 of Klickitat County,10393,WA,PACC,WECC,22,Electric Utility,LFG,MLG,mcf,0,0,0,0,17838.0,2018
4312,7832,Roosevelt Biogas 1,PUD No 1 of Klickitat County,10393,WA,PACC,WECC,22,Electric Utility,LFG,MLG,mcf,1561610,1561610,936966,936966,66514.0,2018
4313,7832,Roosevelt Biogas 1,PUD No 1 of Klickitat County,10393,WA,PACC,WECC,22,Electric Utility,LFG,MLG,mcf,0,0,0,0,0.0,2018
4364,7867,Snoqualmie 2,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,1157729,1157729,127167.0,2018
4368,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,-0.097,2018
4369,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,67423.097,2018
4370,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,-0.11,2018
4371,7870,Encogen,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,1698551,1698551,1864948,1864948,133120.11,2018
4431,7936,Nine Canyon,Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,2164941,2164941,237801.0,2018
4480,7999,Grays Harbor Energy Facility,Invenergy Services LLC,49893,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,0,0,0,0,994656.0,2018
4481,7999,Grays Harbor Energy Facility,Invenergy Services LLC,49893,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,17702169,17702169,19478995,19478995,1483656.0,2018
4505,8022,Boulder Park,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,430890,430890,439506,439506,47931.0,2018
4648,9095,Monroe Street,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,737725,737725,81033.0,2018
4649,9096,Upper Falls,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,556810,556810,61161.0,2018
4653,9842,Newhalem,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,15448,15448,1697.0,2018
5562,50091,Sheep Creek Hydro,Sheep Creek Hydro Inc,16990,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,56634,56634,6221.0,2018
5702,50228,Rocky Brook Hydroelectric,Rocky Brook Electric Inc,22614,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,4971,4971,546.0,2018
5866,50380,Upriver Dam Hydro Plant,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,469392,469392,51559.0,2018
5867,50382,Twin Reservoirs,Walla Walla City of,20032,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,104386,104386,11466.0,2018
5929,50421,Orchard Avenue 1,Yakima-Tieton Irrigation Dist,21086,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,28094,28094,3086.0,2018
5930,50423,Cowiche,Yakima-Tieton Irrigation Dist,21086,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,26574,26574,2919.0,2018
6211,50700,Lilliwaup Falls Generating,William G. Reed Jr,15795,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,46795,46795,5140.0,2018
6300,50827,Twin Falls Hydro,Twin Falls Hydro Associates LP,19314,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,712935,712935,78310.0,2018
6369,50886,Spokane Waste to Energy,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSB,MLG,short tons,158122,158122,1308512,1308512,62875.86,2018
6370,50886,Spokane Waste to Energy,City of Spokane,42892,WA,PACC,WECC,22,NAICS-22 Non-Cogen,MSN,OTH,short tons,88942,88942,1257176,1257176,60409.14,2018
6868,54267,Koma Kulshan Associates,Frederickson Power LP,56613,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,386111,386111,42411.0,2018
6869,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,DFO,DFO,barrels,0,0,0,0,0.0,2018
6870,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,JF,WOO,barrels,0,0,0,0,0.0,2018
6871,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,NG,NG,mcf,5608857,2592410,5833210,2696105,468820.99,2018
6872,54268,March Point Cogeneration,March Point Cogeneration Co,11459,WA,PACC,WECC,22,NAICS-22 Cogen,OG,OOG,mcf,5092880,2337940,5398454,2478216,430840.01,2018
6965,54387,Weeks Falls,CHI West Inc,3682,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,132854,132854,14593.0,2018
7035,54476,Sumas Power Plant,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,84895.0,2018
7036,54476,Sumas Power Plant,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,2262128,2112546,2481555,2317463,188051.0,2018
7066,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,846.553,2018
7067,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,192581,192581,211739,211739,220212.45,2018
7068,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,3982,3600,23542,21283,1956.473,2018
7069,54537,Ferndale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,4846806,4337715,5330491,4770530,437717.53,2018
7362,54860,Black Creek,Black Creek Hydro Inc,1784,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,107644,107644,11824.0,2018
7964,55482,Goldendale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,236417,236417,251699,251699,360904.0,2018
7965,55482,Goldendale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,6907945,6907945,7347898,7347898,730324.0,2018
8014,55560,FPL Energy Vansycle LLC (WA),FPL Energy Vansycle LLC,6607,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,3495890,3495890,383995.0,2018
8087,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,0.0,2018
8088,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,0,0,0,0,621412.0,2018
8089,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,0,0,0,0,0.0,2018
8090,55662,Chehalis Generating Facility,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,11779532,11779532,12942923,12942923,1120557.0,2018
8108,55700,Mint Farm Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,416579,416579,458430,458430,486439.0,2018
8109,55700,Mint Farm Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,8630813,8630813,9494971,9494971,876913.0,2018
8169,55818,Frederickson Power LP,Frederickson Power LP,56613,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,25421,25421,27940,27940,247044.0,2018
8170,55818,Frederickson Power LP,Frederickson Power LP,56613,WA,PACC,WECC,22,NAICS-22 Non-Cogen,NG,NG,mcf,4468664,4468664,4921910,4921910,462518.0,2018
8500,56255,Hopkins Ridge Wind,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,3720421,3720421,408658.0,2018
8562,56322,Wild Horse,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,SUN,SUN,,0,0,4442,4442,488.0,2018
8563,56322,Wild Horse,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,5814635,5814635,638690.0,2018
8598,56361,Big Horn Wind Project,Avangrid Renewables LLC,15399,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,4650003,4650003,510765.0,2018
8690,56466,Marengo Wind Plant,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,4559848,4559848,500862.0,2018
8716,56487,White Creek Wind Farm,White Creek Wind 1 LLC,55907,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,4952812,4952812,544026.0,2018
8886,56666,Goodnoe Hills,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,2098592,2098592,230513.0,2018
8924,56694,Russell D Smith,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,118716,118716,13040.0,2018
8925,56695,Summer Falls Power Plant,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3285140,3285140,360846.0,2018
8926,56696,Eltopia Branch Canal 4.6,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,72294,72294,7941.0,2018
8927,56697,Potholes East Canal 66.0,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,37518,37518,4121.0,2018
8928,56698,Main Canal Headworks,Columbia Basin Hydropower,55939,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,898882,898882,98735.0,2018
8932,56702,Tuolumne Wind Project,Turlock Irrigation District,19281,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,3516038,3516038,386208.0,2018
9049,56858,Sagebrush Power Partners,"Sagebrush Power Partners, LLC",56071,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2326682,2326682,255567.0,2018
9346,57152,Harvest Wind Project,Harvest Wind Project TIC,56499,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2305516,2305516,253242.0,2018
9349,57159,Windy Flats Wind Project,Windy Flats Partners LLC,56514,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,6140257,6140257,674457.0,2018
9373,57188,Vantage Wind Energy LLC,Invenergy Services LLC,49893,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2301118,2301118,252759.0,2018
9379,57195,Lower Snake River Wind Energy Project,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,7584524,7584524,833098.0,2018
9465,57298,Cedar Hills,"Bio Energy Washington, LLC",60736,WA,PACC,WECC,22,NAICS-22 Non-Cogen,DFO,DFO,barrels,3022,3022,17454,17454,1998.928,2018
9466,57298,Cedar Hills,"Bio Energy Washington, LLC",60736,WA,PACC,WECC,22,NAICS-22 Non-Cogen,LFG,MLG,mcf,443814,443814,240105,240105,27501.032,2018
9483,57319,Big Horn Wind II,Avangrid Renewables LLC,15399,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,1086289,1086289,119320.0,2018
9484,57320,Juniper Canyon I Wind Project,Avangrid Renewables LLC,15399,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,3050405,3050405,335062.0,2018
9637,57496,Tieton Dam Hydro Electric Project,City of Burbank Water and Power,2507,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,440489,440489,48384.0,2018
9663,57530,Palouse,Novatus Energy,60453,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,2978572,2978572,327172.0,2018
9748,57635,Linden Wind Energy Project,Los Angeles Department of Water & Power,11208,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,1270509,1270509,139555.0,2018
9863,57756,Coastal Energy Project,Coastal Community Action Program,57066,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,117633,117633,12921.0,2018
9873,57763,Youngs Creek Hydroelectric Project,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,44400,44400,4877.0,2018
10612,58441,Swauk Wind LLC,Gamesa Wind US LLC,58430,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WND,WND,,0,0,106579,106579,11707.0,2018
10748,58571,Tucannon River Wind Farm,Portland General Electric Co,15248,WA,PACC,WECC,22,Electric Utility,WND,WND,,0,0,7681190,7681190,843716.0,2018
10869,58688,LRI LFGTE Facility,"ENERGYneering Solutions, Inc",59370,WA,PACC,WECC,22,NAICS-22 Non-Cogen,LFG,MLG,mcf,754266,754266,366573,366573,33931.0,2018
10876,58696,Nooksack Hydro,Puget Sound Hydro LLC,58627,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,202564,202564,22250.0,2018
11990,60016,MESA 1,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,MWH,OTH,megawatthours,280,280,0,0,-67.0,2018
11994,60021,MESA 2,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,MWH,OTH,megawatthours,974,974,0,0,-619.0,2018
12314,60418,Calligan Creek Hydroelectric Project,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,106482,106482,11696.0,2018
12333,60444,Glacier Battery Storage,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,MWH,OTH,megawatthours,1652,1652,0,0,-289.0,2018
12392,60517,Hancock Creek Hydroelectric Project,PUD 1 of Snohomish County,17470,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,118790,118790,13048.0,2018
12529,60675,Turner Energy Storage Project,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,MWH,OTH,megawatthours,208,208,0,0,-169.0,2018
13510,61933,Adams Nielson Solar,"Adams Nielson Solar, LLC",61529,WA,PACC,WECC,22,NAICS-22 Non-Cogen,SUN,SUN,,0,0,10988,10988,1207.0,2018
90,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,434,434,2553,2553,170.15,2019
91,99,Frederickson,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,1105053,1105053,1217769,1217769,81194.85,2019
313,371,Columbia Generating Station,Energy Northwest,20160,WA,PACC,WECC,22,Electric Utility,NUC,NUC,,0,0,92580809,92580809,8866499.0,2019
525,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,199986,199986,209186,209186,18274.0,2019
526,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,8853,8853,9329,9329,301.982,2019
527,550,Kettle Falls Generating Station,Avista Corp,20169,WA,PACC,WECC,22,Electric Utility,WDS,WWW,short tons,505596,505596,4464456,4464456,315810.02,2019
591,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,1025,1025,5981,5981,478.813,2019
592,607,Fredonia,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,NG,NG,mcf,2139624,2139624,2351409,2351409,195346.19,2019
632,622,South Fork Tolt,City of Seattle - (WA),16868,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,260853,260853,29293.0,2019
892,917,Quincy Chute,PUD No 2 of Grant County,14624,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,247888,247888,27837.0,2019
3013,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,DFO,DFO,barrels,16318,16318,97908,97908,8635.399,2019
3014,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,RC,COL,short tons,4804176,4804176,79355902,79355902,7146271.6,2019
3015,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,SUB,COL,short tons,0,0,0,0,0.0,2019
3016,3845,Transalta Centralia Generation,TransAlta Centralia Gen LLC,19099,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WC,WOC,short tons,0,0,0,0,0.0,2019
3017,3847,Merwin,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3001290,3001290,337034.0,2019
3018,3850,Swift 1,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3286692,3286692,369084.0,2019
3019,3852,Yale,PacifiCorp,14354,WA,PACC,WECC,22,Electric Utility,WAT,HYC,,0,0,3295054,3295054,370023.0,2019
3020,3853,Crystal Mountain,Puget Sound Energy Inc,15500,WA,PACC,WECC,22,Electric Utility,DFO,DFO,barrels,359,359,2084,2084,186.0,2019
3021,3854,Electron,Electron Hydro LLC,59866,WA,PACC,WECC,22,NAICS-22 Non-Cogen,WAT,HYC,,0,0,1278831,1278831,143608.0,2019
